Rank,Musica,Artista,Letra
22,Attention,Charlie Puth," 
Woah-oh, hm-hmm

You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd call you up (Ah)
You've been going 'round, going 'round, going 'round
Every party in LA
'Cause you knew that I, knew that I, knew that I'd be at one, oh
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine, ooh
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight

You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you, huh

You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd call you up
Baby, now that we're, now that we're, now that we're
Right here standin' face to face
You already know, 'ready know, 'ready know that you won, oh

I know that dress is karma (Dress is karma), perfume regret, yeah
You got me thinking 'bout when you were mine, ooh
(You got me thinking 'bout when you were mine)
And now I'm all up on ya (All up on ya), what you expect? (Oh, baby)
But you're not coming home with me tonight (Oh, no)

You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new (One new)
Yeah, you just want attention (Oh), I knew from the start (The start)
You're just making sure I'm never gettin' over you (Over you), oh

What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh?

I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you (Over you)

What are you doin' to me? (Hey)
What are you doin', huh? (What are you doin', love?)
What are you doin' to me?
What are you doin', huh? (Yeah, you just want attention)
What are you doin' to me? (I knew from the start)
What are you doin', huh? (You're just making sure I'm never gettin' over you)
What are you doin' to me?
What are you doin', huh? (Oh) "
23,There's Nothing Holdin' Me Back,Shawn Mendes,"
I wanna follow where she goes
I think about her and she knows it
I wanna let her take control
'Cause everytime that she gets close, yeah

She pulls me in enough to keep me guessin' (Mmmm)
And maybe I should stop and start confessin', confessing, yeah

Oh, I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby, there's nothin' holdin' me back
You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothin' holdin' me back
There's nothin' holdin' me back
There's nothin' holdin' me back

She says that she's never afraid
Just picture everybody naked
She really doesn't like to wait
Not really into hesitation

Pulls me in enough to keep me guessin' (Woah)
And maybe I should stop and start confessin', confessing, yeah

Oh, I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby, there's nothin' holdin' me back
You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothin' holdin' me back
There's nothin' holdin' me back

'Cause if we lost our minds and we took it way too far
I know we'd be alright, I know we would be alright
If you were by my side and we stumbled in the dark
I know we'd be alright, I know we would be alright
'Cause if we lost our minds and we took it way too far
I know we'd be alright, I know we would be alright
If you were by my side and we stumbled in the dark
I know we'd be alright, we would be alright

Oh, I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby, there's nothin' holdin' me back
You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothin' holdin' me back (Oh, woah)
There's nothing holdin' me back
I feel so free when you're with me, baby
Baby, there's nothin' holdin' me back "
24,Bodak Yellow,Cardi B," 
KSR
It's Cardi, ayy
Said I'm the shit, they can't fuck with me if they wanted to
I don't gotta dance

Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves (Ayy, ayy)
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

Now she say she gon' do what to who? Let's find out and see
Cardi B, you know where I'm at, you know where I be
You in the club just to party, I'm there, I get paid a fee
I be in and out them banks so much, I know they're tired of me
Honestly, don't give a fuck 'bout who ain't fond of me
Dropped two mixtapes in six months
What bitch working as hard as me?
I don't bother with these hoes, don't let these hoes bother me
They see pictures, they say, ""Goals,"" bitch, I'm who they tryna be
Look, I might just chill in some BAPE
I might just chill with your boo, I might just feel on your babe
My pussy feel like a lake
He wanna swim with his face, I'm like, ""Okay""
I'll let him get what he want, he buy me Yves Saint Laurent
And the new whip, when I go fast as a horse
I got the trunk in the front (Vroom, vroom)
I'm the hottest in the street, know you prolly heard of me
Got a bag and fixed my teeth, hope you hoes know it ain't cheap
And I pay my mama bills, I ain't got no time to chill
Think these hoes be mad at me, their baby father run a bill

Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money moves
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

If you a pussy, you get popped, you a goofy, you a opp
Don't you come around my way, you can't hang around my block
And I just checked my accounts, turns out, I'm rich, I'm rich, I'm rich
I put my hand above my hip, I bet you dip, he dip, she dip
I say I get the money and go, this shit is hot like a stove
My pussy glitter is gold, tell that lil' bitch play her role
I just arrove in a Rolls, I just came up in a Wraith
I need to fill up the tank, no, I need to fill up the safe
I need to let all these hoes know that none of their niggas is safe
I go to dinner and steak, only the real can relate
I used to live in the P's, now it's a crib with a gate
Rollie got charms, look like Frosted Flakes
Had to let these bitches know, just in case these hoes forgot
I just run and check the mail, another check from Mona Scott
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves "
25,Redbone,Childish Gambino," 
Daylight
I wake up feelin' like you won't play right
I used to know, but now that shit don't feel right
It made me put away my pride
So long
You made a nigga wait for some, so long
You make it hard for boy like that to go on
I'm wishin' I could make this mine, oh

(If you want it) Yeah
(You can have it) Oh, oh, oh
(If you need it) Ooh
(We can make it, oh)
If you want it
You can have it

But stay woke
Niggas creepin'
They gon' find you
Gon' catch you sleepin', ooh
Now stay woke
Niggas creepin'
Now, don't you close your eyes

Too late
You wanna make it right, but now it's too late
My peanut butter chocolate cake with Kool-Aid
I'm tryin' not to waste my time

(If you want it) Oh
(You can have it) You can have it
(If you need it) You better believe in somethin'
(We can make it, oh)
If you want it
(You can have it) Ahh!

But stay woke (Stay woke)
Niggas creepin' (They be creepin')
They gon' find you (They gon' find you)
Gon' catch you sleepin', ooh (Gon' catch you sleepin', put your hands up now, baby)
Now stay woke
Niggas creepin'
Now, don't you close your eyes
But stay woke (Ooh-ahh)
Niggas creepin' (They gon' find you)
They gon' find you
Gon' catch you sleepin', ooh (Gon' catch you, gon' catch you)
Now stay woke
Niggas creepin'
Now, don't you close your eyes
How'd it get so scandalous?
Oh, how'd it get so scandalous?
Oh, oh, baby you, how'd it get
How'd it get so scandalous?
How'd it get so scandalous?
But stay woke
But stay woke "
26,I Don't Wanna Live Forever,Zayn & Taylor Swift,
27,It Ain't Me,Kygo & Selena Gomez,"
I had a dream
We were sipping whiskey neat
Highest floor, The Bowery
And I was high enough
Somewhere along the lines
We stopped seeing eye to eye
You were staying out all night
And I had enough

No, I don't wanna know
Where you been or where you're goin'
But I know I won't be home
And you'll be on your own

Who's gonna walk you
Through the dark side of the morning?
Who's gonna rock you
When the sun won't let you sleep?
Who's waking up to drive you home
When you're drunk and all alone?
Who's gonna walk you
Through the dark side of the morning?

It ain't me
No, no, ah-ah, The Bowery
No, no, ah-ah, whiskey neat
Grateful, I'm so grateful, ah
It ain't me
No, no, ah-ah, The Bowery
No, no, ah-ah, whiskey neat
Grateful, I'm so grateful, ah
It ain't me
No, no, ah-ah, The Bowery
No, no, ah-ah, whiskey neat
Grateful, I'm so grateful, ah
It ain't me
No, no, ah-ah, The Bowery
No, no, ah-ah, whiskey neat
Grateful, I'm so grateful, ah
It ain't me

I had a dream
We were back to seventeen
Summer nights and The Libertines
Never growing up

I'll take with me
The Polaroids and the memories
But you know I'm gonna leave
Behind the worst of us
Who's gonna walk you
Through the dark side of the morning?
Who's gonna rock you
When the sun won't let you sleep?
Who's waking up to drive you home
When you're drunk and all alone?
Who's gonna walk you
Through the dark side of the morning?

It ain't me, no, no
It ain't me, no, no
It ain't me, no, no
Who's gonna walk you through the dark side of the morning?

It ain't me
No, no, ah-ah, The Bowery
No, no, ah-ah, whiskey neat
Grateful, I'm so grateful, ah
It ain't me
No, no, ah-ah, The Bowery
No, no, ah-ah
It ain't me
Grateful, I'm so grateful, ah
Ah ooh...
No, no, ah-ah, The Bowery
No, no, ah-ah, whiskey neat (Ah ooh...)
Grateful, I'm so grateful, ah
(It ain't me) Ah ooh...
No, no, ah-ah, The Bowery
No, no, ah-ah, whiskey neat (Oh...)
Grateful, I'm so grateful, ah
It ain't me
No, no, ah-ah, The Bowery
No, no, ah-ah, whiskey neat
Grateful, I'm so grateful, ah
It ain't me
No, no, no, no, no, The Bowery
No, no, no, no, no, whiskey neat
Grateful, I'm so grateful, ah
It ain't me "
28,iSpy,Kyle," 
Man, fuck
What's wrong, Kyle?
Man, these kids, man, talkin' shit, makin' me feel bad
Man, fuck them kids, bro! L-look around, bro, look at life
Man, you're right
Mmm, you see, you see these fine bitches over here?
Yeah, woah...
You see these trees man? You see this water?
I guess it is okay
Come on, man, you got so much more to appreciate, man
Man you know what, y-you're right…
You damn right I'm right, I can't remember a time I was god-damn wrong
Man, thanks, Lil Boat
Hey man, that's what I'm here for

I ain't been gettin' high
Well, maybe a little, baby, I don't wanna lie
I know when you text me, girl, I don't always reply
Well you're not an angel either, you can't even fly (Yeah)
I noticed, you think that you know shit (Why you know?)
All this shade that's comin' at me, I wonder who throws it (Throws it)
They can't see the vision, boy they must be out of focus (Out of focus)
That's a real hot album homie, I wonder who wrote it, oh shit (Woo!)
Otay, pray them niggas go away (Go away)
Always hella clowns around, it look like Cirque Du Soleil (Soleil)
This is not the album either, these are just the throwaways
This shit still so cold when it drop, it's gonna be a mothafuckin' snow day
Ayy, boy is good and he knows it (Yup), he don't say it, he shows it (Yup)
I'm just like DeRozan (Yup), if I shoot it, it goes in
I'm in Cali just coastin' (Yup), get 'em so wet they need coasters (Facts)
I got a selfie with Oprah (Facts), I just ain't never post it
And I'm in my happy place posted
I ain't frowned since '06, I ain't cried since '01
My pad like Six Flags and your house is no fun
You can come back to mine though
Your friend ain't cute, but it's fine though
We gon' end on a high note

I spy with my little eye
A girlie I can get 'cause she don't get too many likes
A curly-headed cutie I can turn into my wife
Wait, that means forever, ever, hold up, never mind
Oh I, I spy with my little eye
A girlie I can get 'cause she don't get too many likes
A curly-headed cutie I can turn into my wife
Wait, that means forever, ever, hold up, never mind

Oh I, I spy with my little eye
I spy, I spy with my little eye
Oh I, I spy with my little eye
I spy, I spy with my little eye
Oh I

She said she twenty-one, I might have to ID that
All my bitches come in pairs like balls in my nutsack
I remember ridin' around the city in a Hatchback
Lookin' for a problem with my young goblins
I'ma send a model home with her neck throbbin'
I done made so much money that it's non-stoppin'
Got my brothers on my back like the last name
I remember tellin' everyone I couldn't be tamed
Woah, six months later, I had snapped and now I'm in the game
Went from fake chains to diamonds in another lane
Went from ""Can you take me here?"" to screenin' out the lane
Went from ""Damn, this nigga lame"" to remember my name
So I remember all the people who ain't fucked with me
They went to college, now all them niggas is history
I upgraded from gold to diamonds in my teeth
Ridin' deep in the van, like we lookin' for a mystery (Raggy?)
So don't fuck with me
No, lately I been livin' like luxury
Boat and Kyle stick together like piano keys
And on my mother's mother
I won't fuck a bitch without a damn rubber
I spy with my little eye
A girlie I can get 'cause she don't get too many likes
A curly-headed cutie I can turn into my wife
Wait, that means forever, ever, hold up, never mind
Oh I, I spy with my little eye
A girlie I can get 'cause she don't get too many likes
A curly-headed cutie I can turn into my wife
Wait, that means forever, ever, hold up, never mind

Oh I, I spy with my little eye
I spy, I spy with my little eye
Oh I, I spy with my little eye
I spy, I spy with my little eye
Oh I "
29,Issues,Julia Michaels," 
I'm jealous, I'm overzealous
When I'm down, I get real down
When I'm high, I don't come down
And I get angry, baby, believe me
I could love you just like that
And I could leave you just as fast

But you don't judge me
'Cause if you did, baby, I would judge you too
No, you don't judge me
'Cause if you did, baby, I would judge you too

'Cause I got issues, but you got 'em too
So give 'em all to me, and I'll give mine to you
Bask in the glory of all our problems
'Cause we got the kind of love it takes to solve 'em
Yeah, I got issues
And one of them is how bad I need ya

You do shit on purpose
You get mad and you break things
Feel bad, try to fix things
But you're perfect, poorly wired circuit
And got hands like an ocean
Push you out, pull you back in

'Cause you don't judge me
'Cause if you did, baby, I would judge you too
No, you don't judge me
'Cause you see it from the same point of view

'Cause I got issues, but you got 'em too
So give 'em all to me, and I'll give mine to you
Bask in the glory of all our problems
'Cause we got the kind of love it takes to solve 'em
Yeah, I got issues
And one of them is how bad I need ya

(I got issues, you got 'em too)
And one of them is how bad I need you
(I got issues, and you got 'em too)

'Cause I got issues, but you got 'em too (I got)
So give 'em all to me, and I'll give mine to you (You got 'em too)
Bask in the glory of all our problems (I got issues)
'Cause we got the kind of love it takes to solve 'em (You got 'em too)
Yeah, I got issues (I got)
And one of them is how bad I need ya (You got 'em too)
Yeah, I got issues (I got issues)
And one of them is how bad I need ya (You got 'em too)
Yeah, I got issues (I got)
And one of them is how bad I need ya "
30,Scars to Your Beautiful,Alessia Cara," 
She just wants to be beautiful
She goes unnoticed, she knows no limits
She craves attention, she praises an image
She prays to be sculpted by the sculptor
Oh, she don't see the light that's shinin'
Deeper than the eyes can find it
Maybe we have made her blind
So she tries to cover up her pain
And cut her woes away
'Cause covergirls don't cry
After their face is made
But

There's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing, the world could change its heart
No scars to your beautiful, we're stars and we're beautiful

Oh-oh-oh
Oh-oh-oh-oh
And you don't have to change a thing, the world could change its heart
No scars to your beautiful, we're stars and we're beautiful

She has dreams to be an envy, so she's
Starving, you know, covergirls eat nothin'
She says, ""Beauty is pain and there's beauty in everything, what's a little bit of hunger?
I can go a little while longer,"" she fades away
She don't see her perfect, she don't understand she's worth it
Or that beauty goes deeper than the surface, oh, oh
So to all the girls that's hurtin', let me be your mirror
Help you see a little bit clearer the light that shines within

There's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing, the world could change its heart
No scars to your beautiful, we're stars and we're beautiful

Oh-oh-oh
Oh-oh-oh-oh
And you don't have to change a thing, the world could change its heart
No scars to your beautiful, we're stars and we're beautiful

No better you than the you that you are
No better you than the you that you are
No better life than the life we're livin'
No better life than the life we're livin'
No better time for your shine, you're a star
No better time for your shine, you're a star
Oh, you're beautiful, oh, you're beautiful
There's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing, the world could change its heart
No scars to your beautiful, we're stars and we're beautiful

Oh-oh-oh
Oh-oh-oh-oh
And you don't have to change a thing, the world could change its heart
No scars to your beautiful, we're stars and we're beautiful "
31,1-800-273-8255,Logic ," 
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine (Who can relate? Woo)
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

I don't wanna be alive, I don't wanna be alive
I just wanna die today, I just wanna die
I don't wanna be alive, I don't wanna be alive
I just wanna die
And let me tell you why

All this other shit I'm talkin' 'bout, they think they know it
I've been praying for somebody to save me, no one's heroic
And my life don't even matter, I know it, I know it
I know I'm hurting deep down, but can't show it
I never had a place to call my own
I never had a home, ain't nobody callin' my phone
Where you been? Where you at? What's on your mind?
They say every life precious but nobody care about mine

I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine (Who can relate? Woo)
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine

I want you to be alive, I want you to be alive
You don't gotta die today, you don't gotta die
I want you to be alive, I want you to be alive
You don't gotta die, now let me tell you why
It's the very first breath when your head's been drowning underwater
And it's the lightness in the air when you're there chest-to-chest with a lover
It's holding on, though the road's long, seeing light in the darkest things
And when you stare at your reflection, finally knowing who it is
I know that you'll thank God you did

I know where you been, where you are, where you goin'
I know you're the reason I believe in life
What's the day without a little night?
I'm just tryna shed a little light
It can be hard
It can be so hard
But you gotta live right now
You got everything to give right now

I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine (Who can relate? Woo)
I've been on the low, I been taking my time
I feel like I'm out of my mind
It feel like my life ain't mine
I finally wanna be alive, I finally wanna be alive
I don't wanna die today, I don't wanna die
I finally wanna be alive, I finally wanna be alive
I don't wanna die, I don't wanna die

Pain don't hurt the same, I know
The lane I travel feels alone
But I'm moving 'til my legs give out
And I see my tears melt in the snow
But I don't wanna cry, I don't wanna cry anymore
I wanna feel alive, I don't even wanna die anymore
Oh, I don't wanna
I don't wanna
I don't even wanna die anymore "
32,Slow Hands,Niall Horan," 
(Woo)

""We should take this back to my place""
That's what she said right to my face
'Cause I want you bad
Yeah, I want you, baby
I've been thinkin' 'bout it all day
And I hope you feel the same way, yeah
'Cause I want you bad
Yeah, I want you, baby

Slow, slow hands
Like sweat drippin' down our dirty laundry
No, no chance
That I'm leavin' here without you on me
I, I know
Yeah, I already know that there ain't no stoppin'
Your plans and those
Slow hands (Woo)
Slow hands

I just wanna take my time
We could do this, baby, all night, yeah
'Cause I want you bad
Yeah, I want you, baby

Slow, slow hands
Like sweat drippin' down our dirty laundry
No, no chance
That I'm leavin' here without you on me
I, I know
Yeah, I already know that there ain't no stoppin'
Your plans and those
Slow hands (Woo)

Fingertips puttin' on a show
Got me now and I can't say no
Wanna be with you all alone
Take me home, take me home
Fingertips puttin' on a show
Can't you tell that I want you, baby, yeah

Slow hands
Like sweat drippin' down our dirty laundry
No, no chance
That I'm leavin' here without you on me
I, I know
Yeah, I already know that there ain't no stoppin'
Slow hands
Like sweat drippin' down our dirty laundry
No, no chance
That I'm leavin' here without you on me
I, I know
Yeah, I already know that there ain't no stoppin'
Your plans and those
Slow hands (Woo)
Yeah, slow hands
Ooh, slow hands "
33,Love on the Brain,Rihanna," 
And you got me like, oh
What you want from me? (What you want from me?)
And I tried to buy your pretty heart, but the price too high
Baby, you got me like, oh, mmm
You love when I fall apart (Fall apart)
So you can put me together and throw me against the wall

Baby, you got me like, I, woo, I
Don't you stop loving me (Loving me)
Don't quit loving me (Loving me)
Just start loving me, oh (Loving me)

And, babe, I'm fist-fighting with fire
Just to get close to you
Can we burn something, babe?
And I'll run for miles just to get a taste
Must be love on the brain
That's got me feeling this way (Feeling this way)
It beats me black and blue, but it fucks me so good
And I can't get enough
Must be love on the brain, yeah
And it keeps cursing my name (Cursing my name)
No matter what I do, I'm no good without you
And I can't get enough
Must be love on the brain

Baby, keep loving me
Just love me, yeah
Just love me
All you need to do is love me, yeah
Got me like, ow
I'm tired of being played like a violin
What do I gotta do to get in your motherfuckin' heart?

Baby, like, I, woo I
Don't you stop loving me (Loving me)
Don't quit loving me (Loving me)
Just start loving me, ooh (Loving me)

And, babe, I'm fist-fighting with fire
Just to get close to you
Can we burn something, babe?
And I'll run for miles just to get a taste
Must be love on the brain
That's got me feeling this way (Feeling this way)
It beats me black and blue, but it fucks me so good
And I can't get enough
Must be love on the brain, yeah
And it keeps cursing my name (Cursing my name)
No matter what I do, I'm no good without you
And I can't get enough
Must be love on the brain
 "
34,I Feel It Coming,The Weeknd," 
Yeah, ah

Tell me what you really like
Baby, I can take my time
We don't ever have to fight
Just take it step-by-step
I can see it in your eyes
'Cause they never tell me lies
I can feel that body shake
And the heat between your legs

You've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it could set you free
We don't have to rush when you're alone with me

I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe

You are not the single type
So, baby, this the perfect time
I'm just tryna get you high (I'm just tryin', babe)
And faded off this touch
You don't need a lonely night
So, baby, I can make it right
You just gotta let me try (Try)
To give you what you want

You've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it could set you free
We don't have to rush when you're alone with me

I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe
I feel it comin', I feel it comin', babe

Uh, you've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it could set you free
We don't have to rush when you're alone with me

I feel it comin' (I feel it comin')
I feel it comin', babe (I feel it comin', babe)
I feel it comin' (I feel it comin')
I feel it comin', babe (I know what you feel right now)
I feel it comin' (I feel it comin')
I feel it comin', babe (I feel it comin', baby)
I feel it comin' (I feel it comin')
I feel it comin', babe (I know what you say right now, babe)
I feel it comin' (Na-na-na, na-na-na, na-na-na; I feel it comin')
I feel it comin', babe (I feel it comin', babe; oh, babe)
I feel it comin' (I feel it comin')
I feel it comin', babe (I know what you say right now)
I feel it comin' (Na-na-na, na-na-na, na-na-na; I feel it comin')
I feel it comin', babe (I feel it comin', baby)
I feel it comin' (I feel it comin')
I feel it comin', babe
I feel it comin', babe
I feel it comin', babe
I feel it comin', babe
I feel it comin', babe "
35,Bounce Back,Big Sean," 
Hitmaka
If Young Metro don't trust you, I'm gon' shoot you

Last night took a L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain’t getting checks)
Last night took a L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back

Don’t owe nobody, owe nobody
Always on the fuckin' job, I got no hobbies
Got the city fuckin' with me 'cause I'm homegrown
Vibin' out more than my phone though
Leave me ‘lone, me on my own though
Look, I cut that bitch off like a edit
My daddy a G, it's genetics (Straight up)
I heard ya new shit, it's pathetic
Ya contract should be shredded
Took my dogs on a private jet from the public housing
I kept it G, yeah, one thousand
Clique star-studded like the Paramount mountain
Everything I do is righteous
Betting on me is the right risk
Even in a fucking crisis
I’m never on some switching sides shit
I switch gears to the night shift
Blacking out 'cause I’m enlightened
God talk to me in silence
But I hear him every time, mane
(Thank you, God, God bless you, thank you so much)

Last night took a L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain’t getting checks)
Last night took a L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back

Look, I woke up in beast mode
With my girl, that's beauty and the beast though
Been top 5, these niggas sleep though
Only thing that sold out is the seats though
(Never sold my soul, never will never have)
Nigga how dare you stand before me and not respect my authority
If you fuck with my glory, I'ma drop the L and get gory
I done did everything except worry
Hella drama, my life story
Faith of a mustard seed, I kept growing
I knew that this life was meant for me
Niggas change up more than wishin' wells
Karma come around I'll wish 'em well
Livin' like I’m on a limitless pill
I kill the scene like I’m Denzel
Crazy like my jacket strapped up
Nigga, I don’t act but I'll act up
Brown paper bag like the lunch packed up
Back, back, back, back up
Nigga, I'ma need like 10 feet
Or get stomped out with ten feet
I'ma always lose my temper
You cannot “count to ten” me
If I lose 1, I bounce back like 2, 3 did with 4, 5
Seen courtrooms and court sides, ain’t too many seen both sides
Nigga, fuck what you know
Nigga, I’m takin' back control
The underdog just turned into the wolf and the hunger steady grows
Yeah, I call shots while you call off
Never takin' summer or fall off
When you stay that committed to it, you just fall down and never fall off, so
Last night took a L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain’t getting checks)
Last night took a L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back

Bounce back, bounce, bounce
Bounce back, bounce, bounce
Bounce, bounce, bitch, bounce (Yeah)
Is you a real one?
Is you a real one?
Real one
Real one
Is you a real one?
Real one
Real one
Don "
36,Strip That Down,Liam Payne," 
Huncho, Quavo
Yo, yo

You know I've been taking some time
And I've been keeping to myself (Self)
I had my eyes up on the prize
Ain't watching anybody else
But your love, it hit me hard, girl
Yeah, you're bad for my health
I love the cards that I've been dealt
Do you feel the same as well?

You know I used to be in 1D (Now I'm out, free)
People want me for one thing (That's not me)
I'm not changing the way that I (Used to be)
I just wanna have fun and (Get rowdy)
One Coke and Bacardi (Sippin' lightly)
When I walk inside the party (Girls on me)
F1 type Ferrari (Six gear speed)
Girl, I love it when your body (Grinds on me, baby)
Oh yeah, oh

You know I love it when the music's loud
But come on, strip that down for me, baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby (Swing)
You know I love it when the music's loud
But come on, strip that down for me (Yeah, yeah, yeah, yeah)

Oh, strip that down, girl
Love when you hit the ground, girl (Yeah, yeah, yeah, yeah)
Oh, strip that down, girl
Love when you hit the ground

You know that since the day I met you
Yeah, you swept me off my feet
You know that I don't need no money
When your love is beside me
Yeah, you opened up my heart
And then you threw away the key
Girl, now it's just you and me
And you don't care 'bout where I've been

You know I used to be in 1D (Now I'm out, free, free)
People want me for one thing (That's not me)
I'm not changing the way that I (Used to be)
I just wanna have fun and (Get rowdy, ooh)
One Coke and Bacardi (Sippin' lightly)
When I walk inside the party (Girls on me)
F1 type Ferrari (Six gear speed)
Girl, I love it when your body (Grinds on me, baby)
Ooh
You know I love it when the music's loud
But come on, strip that down for me, baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby (yeah)
You know I love it when the music's loud
But come on, strip that down for me (Yeah, yeah, yeah, yeah)

Oh, strip that down, girl (Ayy)
Love when you hit the ground, girl (Strip it down, yeah, yeah, yeah, yeah)
Oh, strip that down, girl (Oh, ho, ho, ho)
Love when you hit the ground (Yeah, yeah, yeah, yeah)
Oh, strip that down, girl (Yeah)
Love when you hit the ground, girl (Yeah, yeah, yeah, yeah)
Oh, strip that down, girl (Ooh, oh)
Love when you hit the ground (Quavo)

She gon' strip it down for a thug, yeah (Strip it down)
Word around town she got the buzz, yeah (Word)
Five shots in, she in love now (Shots)
I promise, when we pull up, shut the club down (Woo, hey)
I took her from her man, don't nobody know (Know)
If you popped the seal, better drive slow (Slow)
She know how to make me feel with my eyes closed (Skrrt skrrt)
Anything goes down with the Huncho (Huncho)
You know I love it when the music's loud
But come on, strip that down for me,baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby
You know I love it when the music's loud
But come on, strip that down for me (Yeah, yeah, yeah, yeah)

Yeah, yeah, yeah, yeah
Come on, strip that down for me (Yeah, yeah, yeah, yeah, ayy)
Don't say nothing, girl
Strip that down for me (Strip it down, yeah, yeah, yeah, yeah)
All I want, girl
If you strip that down for me (Strip it down, yeah, yeah, yeah, yeah)
You're the one, girl
Come on, strip that down for me (Yeah, yeah, yeah, yeah) "
