Rank,Musica,Artista,Letra
1,Hanging by a Moment,Lifehouse," 
Desperate for changing
Starving for truth
I'm closer to where I started
I'm chasing after you

I'm falling even more in love with you
Letting go of all I've held onto
I'm standing here until you make me move
I'm hanging by a moment here with you

Forgetting all I'm lacking
Completely incomplete
I'll take your invitation
You take all of me now

I'm falling even more in love with you
Letting go of all I've held onto
I'm standing here until you make me move
I'm hanging by a moment here with you
I'm living for the only thing I know
I'm running and not quite sure where to go
And I don't know what I'm diving into
Just hanging by a moment here with you

There's nothing else to lose
There's nothing else to find
There's nothing in the world
That can change my mind
There is nothing else
There is nothing else
There is nothing else

Desperate for changing
Starving for truth
I'm closer to where I started
I'm chasing after you

I'm falling even more in love with you
Letting go of all I've held onto
I'm standing here until you make me move
I'm hanging by a moment here with you
I'm living for the only thing I know
I'm running and not quite sure where to go
And I don't know what I'm diving into
Just hanging by a moment here with you

Just hanging by a moment (Here with you)
Hanging by a moment (Here with you)
Hanging by a moment (Here with you)
Hanging by a moment here with you "
2,Fallin',Alicia Keys,"
I keep on fallin' in
And outta love with you
Sometimes I love ya, sometimes you make me blue
Sometimes I feel good, at times I feel used
Lovin' you, darlin', makes me so confused

I keep on fallin' in and out
Of love with you
I never loved someone
The way that I'm lovin' you

Oh, oh, I never felt this way
How do you give me so much pleasure
And cause me so much pain? (Yeah, yeah)
Just when I think I've taken more than would a fool
I start fallin' back in love with you

I keep on fallin' in and out
Of love with you
I never loved someone (Oh, someone)
The way that I'm lovin' you (Way I, uh, uh)

Oh, baby
I, I, I, I'm fallin' (Yeah, yeah, yeah)
I, I, I, I'm fallin'
Fall, fall, fall (Sing)
Fall

I keep on fallin' in and out (Out)
Of love with you (Love with you)
I never loved someone (I never, loved)
The way that I'm lovin' you (Oh)
I'm fallin' in and out (Yeah)
Of love with you (Of love with you)
I never loved someone (No, no, no)
The way that I'm lovin' you (Uh)
I'm fallin' in and out (Yeah)
Of love with you (Of love with you)
I never loved someone (No, no, no)
The way that I'm lovin' you (Uh)

What? "
3,All for You,Janet Jackson," 
All my girls at the party, look at that body
Shakin' that thing like you never did see
Got a nice package alright
Guess I'm gonna have to ride it tonight
All my girls at the party, look at that body
Shakin' that thing like you never did see
Got a nice package alright
Edit (Four, three, two, one)
Chicka-ah

It's all for you, if you really want it
It's all for you, if you say you need it
It's all for you, if you gotta have it
It's all for you if you make a move
It's all for you

I see you starin' out the corner of my eye
You seem uneasy, want to approach me, throw me a line
But then somethin' inside you grabs you, says, ""Who am I?""
I know exactly 'cause it happens with all the guys

So you, so what'cha gonna do?
Come on and talk to me
Promise you, won't even have an attitude
I'll let you sit right next to me
Don't join the list with these other fools
That ain't the way to be
Yes, it's cool, yes, I'm in the mood
Intimidations got that mind, yeah

It's all for you, if you really want it
It's all for you, if you say you need it
It's all for you, if you gotta have it
It's all for you if you make a move
It's all for you, tell me I'm the only one
It's all for you, soon we'll be havin' fun
It's all for you, come over here and get some
It's all for you if you make a move
It's all for you

Can't be afraid or keep me waitin' for too long
Before you know it, I'll be outta here, yeah, I'll be gone
Don't try to be all clever, cute, or even sly
Don't have to work that hard, just be yourself
And let that be your guide

So you, so what'cha gonna do?
So come and talk to me, boy
Promise you, won't even have an attitude
I'll even let you sit right next to me
Don't join the list with these other fools
That ain't the way to be, boy (That ain't the way to be, no)
Yes, it's cool, yes, I'm in the mood
Intimidation every time
It's all for you, if you really want it
It's all for you, if you say you need it (Say you need, babe)
It's all for you, if you gotta have it (Yeah, yeah)
It's all for you if you make a move
It's all for you, tell me you're the only one
It's all for you, soon we'll be havin' fun
It's all for you, come over here and get some (Come over here, baby, get'cha some)
It's all for you if you make a move
It's all for you (Chicka-ah)

All my girls at the party, look at that body
Shakin' that thing like you never did see
Got a nice package alright
Guess I'm gonna have to ride it tonight
All my girls at the party, look at that body
Shakin' that thing like you never did see
Got a nice package alright
Guess I'm gonna have to ride it tonight

It's all for you (Chicka-ah), if you really want it
It's all for you, if you say you need it
It's all for you, if you gotta have it
It's all for you if you make a move
It's all for you
All my girls at the party, look at that body
Shakin' that thing like you never did see (It's all for you)
Got a nice package alright
Guess I'm gonna have to ride it tonight (It's all for you)
All my girls at the party, look at that body
Shakin' that thing like you never did see (It's all for you)
Got a nice package alright (If you make a move)
Guess I'm gonna have to ride it tonight (It's all for you, baby)

It's all for you, tell me you're the only one
And soon we'll be havin' fun (Oh, yeah)
Come over here and get some
(Soon we'll be havin' fun) Soon you'll be havin' fun
(Soon we'll be havin' fun) Soon you'll be havin' fun
(Soon we'll be havin' fun) Soon you'll be havin' fun
(Soon we'll be havin' fun) Soon you'll be havin' fun
(Soon we'll be havin' fun) Come over here and get'cha some
(Soon we'll be havin' fun) Soon you'll be havin' fun
(Soon we'll be havin' fun) Soon, you'll be fine
(Soon we'll be havin' fun) Soon you'll be havin' fun
Soon we'll be havin' fun (Chicka-ah)
Guess I'm gonna have to ride—
Guess I'm gonna have to ride it tonight
Guess I'm gonna have to ride—
Guess I'm gonna have to ride—
Guess I'm gonna have to ride it tonight
Guess I'm gonna have to ride—
Chicka-ah "
4,Drops of Jupiter Tell Me,Train,"
Now that she's back in the atmosphere
With drops of Jupiter in her hair
She acts like summer and walks like rain
Reminds me that there's time to change, hey
Since the return of her stay on the moon
She listens like spring and she talks like June, hey
Hey, yeah

But tell me, did you sail across the sun?
Did you make it to the Milky Way to see the lights all faded
And that Heaven is overrated?
Tell me, did you fall for a shooting star?
One without a permanent scar?
And did you miss me while you were looking for yourself out there?

Now that she's back from that soul vacation
Tracin' her way through the constellation, hey, mmm
She checks out Mozart while she does Tae-Bo
Reminds me that there's room to grow, hey, yeah
Now that she's back in the atmosphere, I'm afraid that she might think of me as
Plain ol' Jane told a story about a man who was too afraid to fly so he never did land

But tell me, did the wind sweep you off your feet?
Did you finally get the chance to dance along the light of day
And head back to the Milky Way?
And tell me, did Venus blow your mind?
Was it everything you wanted to find?
And did you miss me while you were looking for yourself out there?

Can you imagine no love, pride, deep-fried chicken
Your best friend always sticking up for you
Even when I know you're wrong?
Can you imagine no first dance, freeze-dried romance
Five-hour phone conversation
The best soy latte that you ever had, and me?

But tell me, did the wind sweep you off your feet? (Feet)
Did you finally get the chance to dance along the light of day (Light of day)
And head back toward the Milky Way?
And tell me, did you sail across the sun?
Did you make it to the Milky Way to see the lights all faded
And that Heaven is overrated?
Tell me, did you fall for a shooting star?
One without a permanent scar?
And did you miss me while you were looking for yourself?

Na-na, na-na, na-na
Na-na, na-na, na-na, na-na na-na
And did you finally get the chance to dance along the light of day?
Na-na, na-na, na-na
Na-na, na-na, na-na, na-na na-na
And did you fall for a shooting star?
Fall for a shooting star?
Na-na, na-na, na-na
Na-na, na-na, na-na, na-na na-na
And are you lonely looking for yourself out there? "
5,I'm Real Murder Remix,Jennifer Lopez ,"
(Murder Inc.)
What's my motherfuckin' name?!
R-U-L-E
Blowin' back on this Mary Jane, I'm analyzin' the game
And the game don' chose me
To bring pain to pussy niggas and pussy hoes, they're one in the same
Ever since you told me
There's only room for two, I've been makin' less room for you
Now only God can hold me
Hug me, love me, judge me, the only man that hovers above me, holla

I met so many men and it's like they're all the same
My appetite for loving is now my hunger pain
And when I'm feeling sexy, who's gonna comfort me?
My only problem is their insecurity

Tired of being alone? Yeah, yeah
Sick of arguing on the phone? Yeah, yeah
Are you telling all your friends Yeah, yeah
That your nigga don't understand my love?
'Cause I'm real
The way you walk, the way you move, the way you talk
'Cause I'm real
The way you stare, the way you look, your style, your hair
'Cause I'm real
The way you smile, the way you smell, it drives me wild
'Cause I'm real
And I can't go on without you

Girl, I've been thinkin' 'bout this relationship
And I wanna know is this as good as it gets?
'Cause we've been through the worst times and the best times
But it was our time, even if it was part-time
Now they been lookin' at me, smilin' at me
Laughin' like we wasn't happy
But not knowin' that we're growin' and we gettin' married
Hard lovin' and straight thuggin'
Bitch, I ain't doin' this shit for nothing
I'm here to get it poppin', hop in', let's ride up in the Benz
Hair blowin' in the wind, sun glistenin' off my skin, hey
I'm nasty, heh, you know me
But still I'm gon' fuck with cha baby
'Cause I'm real
The way you walk, the way you move, the way you talk
'Cause I'm real
The way you stare, the way you look, your style, your hair
'Cause I'm real
The way you smile, the way you smell, it drives me wild
'Cause I'm real
And I can't go on without you
Now people lovin' me and hating me, treating me ungratefully
But not knowing that they ain't making or breaking me
My life I live it to the limit and I love it
Now I can breathe again, baby, now I can breathe again
Now people screaming what the deal with you and so and so
I tell them niggas mind their biz, but they don't hear me though
'Cause I live my life to the limit and I love it
Now I could breathe again, baby, now I could breathe again
Tired of being alone? Yeah, yeah
Sick of arguing on the phone? Yeah, yeah
Are you telling all your friends Yeah, yeah
That your nigga don't understand my love?
'Cause I'm real
The way you walk, the way you move, the way you talk
'Cause I'm real
The way you stare, the way you look, your style, your hair
'Cause I'm real
The way you smile, the way you smell, it drives me wild
'Cause I'm real
And I can't go on without you
'Cause I'm real
The way you walk, the way you move, the way you talk
'Cause I'm real
The way you stare, the way you look, your style, your hair
'Cause I'm real
The way you smile, the way you smell, it drives me wild
'Cause I'm real
And I can't go on without you "
6,If You're Gone,Matchbox Twenty,"
I think I've already lost you
I think you're already gone
I think I'm finally scared now
You think I'm weak, I think you're wrong

I think you're already leavin'
Feels like your hand is on the door
I thought this place was an empire
Now I'm relaxed, I can't be sure

And I think you're so mean, I think we should try
I think I could need this in my life and
I think I'm scared, I think too much
I know it's wrong, it's a problem I'm dealin'

If you're gone
Maybe it's time to come home
There's an awful lot of breathin' room
But I can hardly move
If you're gone
Baby, you need to come home, come home
There's a little bit of somethin' me
In everything in you

I bet you're hard to get over
I bet the room just won't shine
I bet my hands I can stay here
And I bet you need more than you mind

And I think you're so mean, I think we should try
I think I could need this in my life
I think I'm just scared that I know too much
I can't relate, and that's a problem I'm feelin'

If you're gone
Maybe it's time to come home
There's an awful lot of breathin' room
But I can hardly move
If you're gone
Baby, you need to come home, come home
There's a little bit of somethin' me
In everything in you

I think you're so mean, I think we should try
I think I could need this in my life and
I think I'm scared, do I talk too much?
I know it's wrong, it's a problem I'm dealin'
If you're gone
Then maybe it's time to come home
Well, there's an awful lot of breathin' room
But I can hardly move
Yeah, well, if you're gone
Hell, baby, you need to come home, you need to come home
There's a little bit of somethin' me
In everything in you

Somethin' me
Everything in
Somethin' me in
In you "
7,Let Me Blow Ya Mind,Eve feat. Gwen Stefani," 
Uh, uh, uh, huh
Yo, yo

Drop your glasses, shake your asses
Face screwed up like you having hot flashes
Which one? Pick one, this one, classic
Red from blonde, yeah, bitch, I'm drastic
Why this, why that, lips stop askin'
Listen to me, baby, relax and start passin'
Expressway, hair back, weaving through the traffic
This one strong, should be labeled as a hazard
Some of y'all niggas hot, psych, I'm gassin'
Clowns, I spot 'em and I can't stop laughin'
Easy come, easy go, E-V gon' be lastin'
Jealousy, let it go, results could be tragic
Some of y'all ain't writing well, too concerned with fashion
None of you ain't Giselle, cat walk and imagine
A lot of y'all Hollywood, drama, casted
Cut bitch, camera off, real shit, blast it

If I had to give you more, it's only been a year
Now I've got my foot through the door, and I ain't going nowhere
It took a while to get me here, and I'm gonna take my time
Don't fight that good shit in your ear, now let me blow ya mind

They wanna bank up, crank up, makes me dizzy
Shank up, haters wanna come after me
You ain't a gangster, prankster, too much to eat
Snakes in my path wanna smile up at me (Huh)

Now why you gritting your teeth?
Frustration, baby, you got to breathe
Take a lot more than you to get rid of me
You see I do what they can't do, I just do me
Ain't no stress when it comes to stage, get what you see
Meet me in the lab, pen and pad, don't believe
Huh, 16's mine, create my own lines
Love for my wordplay that's hard to find
Sophomore, I ain't scared, one of a kind
All I do is contemplate ways to make your fans mine
Eyes bloodshot, stressing, chills up your spine
Huh, sick to your stomach wishing I wrote your rhymes

I knew I had to give you more, it's only been a year
Now I've got my foot through the door, and I ain't going nowhere
It took a while to get me here, and I'm gonna take my time
Don't fight that good shit in your ear, now let me blow ya mind
Let your bones crack
Your back pop, I can't stop
Excitement, Glock shots from your stash spot
Fuck it, thugged out, I respect the cash route
Glocked down, blasters, sets while I mash out
Yeah, nigga, mash out, D-R-E, huh
Backtrack, make that, E-V-E
Do you like that? (Ew) You got to I know you
Had you in a trance first glance from the floor too
Don't believe, I'll show you, take you with me
Turn you on, tension gone, give you relief
Put your trust in a bomb when you listen to me
Damn, she much thinner know now I'm complete (Uh-huh)
Still stallion, brick house, pile it on
Ryde or Die bitch, double R, came strong
Beware, 'cause I crush anything I land on
Me here, ain't no mistake, nigga, it was planned on

If I had to give you more, it's only been a year
Now I've got my foot through the door, and I ain't going nowhere
It took a while to get me here, and I'm gonna take my time
Don't fight that good shit in your ear, now let me blow ya mind "
8,Thank You,Dido," 
My tea's gone cold, I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be grey
But your picture on my wall
It reminds me that it's not so bad
It's not so bad

I drank too much last night, got bills to pay
My head just feels in pain
I missed the bus and there'll be hell today
I'm late for work again
And even if I'm there, they'll all imply
That I might not last the day
And then you call me and it's not so bad
It's not so bad

And I want to thank you
For giving me the best day of my life
Oh, just to be with you
Is having the best day of my life

Push the door, I'm home at last
And I'm soaking through and through
Then you handed me a towel
And all I see is you
And even if my house falls down now
I wouldn't have a clue
Because you're near me

And I want to thank you
For giving me the best day of my life
Oh, just to be with you
Is having the best day of my life
And I want to thank you
For giving me the best day of my life
Oh, just to be with you
Is having the best day of my life "
9,Again,Lenny Kravitz," 
I've been searching for you
I heard a cry within my soul
I've never had a yearning quite like this before
Know that you are walking right through my door

All of my life
Where have you been
I wonder if I'll ever see you again?
And if that day comes
I know we could win
I wonder if I'll ever see you again?

A sacred gift of heaven
For better worse, wherever
And I would never let somebody break you down
Until you cried, never

All of my life
Where have you been
I wonder if I'll ever see you again?
And if that day comes
I know we could win
I wonder if I'll ever see you again?

At every time I've always known
That you were there
Upon your throne
A lonely queen without her king
I longed for you
My love forever


All of my life
Where have you been
I wonder if I'll ever see you again?
And if that day comes
I know we could win
I wonder if I'll ever see you again?
All of my life
Where have you been
I wonder if I'll ever see you again?
And if that day comes
I know we could win
I wonder if I'll ever see you again?
All of my life
Where have you been
I wonder if I'll ever see you again
And if that day comes
I know we could win
I wonder if I'll ever see you again
I wonder if I'll ever see you again
I wonder if I'll ever see you again
I wonder if I'll ever see you again
I wonder if I'll ever see you again
I wonder if I'll ever see you again
I wonder if I'll ever see you again
I wonder if I'll ever see you again "
10,Independent Women Part 1,Destiny's Child,"
Lucy Liu
With my girl Drew
Cameron D. and Destiny
With Charlie's Angels, come on
Uh, uh, uh

Question, tell me what you think about me
I buy my own diamonds and I buy my own rings
Only ring your celly when I'm feelin' lonely
When it's all over, please get up and leave
Question, tell me how you feel about this
Try to control me, boy, you get dismissed
Pay my own car note and I pay my own bills
Always fifty-fifty in relationships

The shoes on my feet (I bought 'em)
The clothes I'm wearing (I bought 'em)
The rock I'm rocking (I bought it)
'Cause I depend on me if I want it
The watch I'm wearing (I bought it)
The house I live in (I bought it)
The car I'm driving (I bought it)
I depend on me, I depend on me

All the women who're independent
Throw your hands up at me
All the honeys who makin' money
Throw your hands up at me
All the mamas who profit dollars
Throw your hands up at me
All the ladies that truly feel me
Throw your hands up at me

Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?

Tell me how you feel about this
I do what I want, live how I wanna live
I've worked hard and sacrificed to get what I get
Ladies, it ain't easy being independent
Question, how'd you like this knowledge that I brought?
Braggin' on that cash that he gave you is a front
If you're gonna brag, make sure it's your money you flaunt
Depend on no one else to give you what you want
The shoes on my feet (I bought 'em)
The clothes I'm wearing (I bought 'em)
The rock I'm rocking (I bought it)
'Cause I depend on me if I want it
The watch I'm wearing (I bought it)
The house I live in (I bought it)
The car I'm driving (I bought it)
I depend on me, I depend on me

All the women who're independent (Hey, hey)
Throw your hands up at me (Oh)
All the honeys who makin' money
Throw your hands up at me (Throw your hands up at me, baby)
All the mamas who profit dollars
Throw your hands up at me (Throw your hands up at me)
All the ladies that truly feel me
Throw your hands up at me (Throw your hands up at me)

Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?
Destiny's Child (What's up?)
You in the house? (Sure 'nuff)
Well, break these people off, Angel style

Child of Destiny (Oh, oh)
Independent beauty (Oh, woah)
No one else takes care me (No, oh)
Charlie's Angels (Oh, oh)

All the women who're independent
Throw your hands up at me
All the honeys who makin' money
Throw your hands up at me
All the mamas who profit dollars
Throw your hands up at me
All the ladies that truly feel me
Throw your hands up at me

Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that (Oh)
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that?
Girl, I didn't know you could get down like that
Charlie, how your Angels get down like that? "
