Rank,Musica,Artista,Letra
1,Heat Waves,Glass Animals," 
(Last night, all I think about is you)
(Don't stop, baby, you can walk through)
(Don't want, baby, think about you)
(You know that I'm never gonna lose)
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a—

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

Usually, I put somethin' on TV
So we never think about you and me
But today, I see our reflections clearly
In Hollywood, layin' on the screen
You just need a better life than this
You need somethin' I can never give
Fake water all across the road
It's gone now, the night has come, but

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

You can't fight it, you can't breathe
You say somethin' so lovin', but
Now I gotta let you go
You'll be better off in someone new
I don't wanna be alone
You know it hurts me too
You look so broken when you cry
One more and then I say goodbye

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
I just wonder what you're dreamin' of
When you sleep and smile so comfortable
I just wish that I could give you that
That look that's perfectly un-sad
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Heat waves been fakin' me out

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror "
2,As It Was,Harry Styles,"
Come on, Harry, we wanna say goodnight to you

Holdin' me back
Gravity's holdin' me back
I want you to hold out the palm of your hand
Why don't we leave it at that?
Nothin' to say
When everything gets in the way
Seems you cannot be replaced
And I'm the one who will stay, oh-oh-oh

In this world, it's just us
You know it's not the same as it was
In this world, it's just us
You know it's not the same as it was
As it was, as it was
You know it's not the same

Answer the phone
""Harry, you're no good alone
Why are you sitting at home on the floor?
What kind of pills are you on?""
Ringin' the bell
And nobody's coming to help
Your daddy lives by himself
He just wants to know that you're well, oh-oh-oh

In this world, it's just us
You know it's not the same as it was
In this world, it's just us
You know it's not the same as it was
As it was, as it was
You know it's not the same

Go home, get ahead, light-speed internet
I don't wanna talk about the way that it was
Leave America, two kids follow her
I don't wanna talk about who's doin' it first

(Hey)
As it was
You know it's not the same as it was
As it was, as it was "
3,Stay,The Kid Laroi & Justin Bieber," 
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can’t find nobody else as good as you
I need you to stay, need you to stay, hey (Oh)

I get drunk, wake up, I'm wasted still
I realize the time that I wasted here
I feel like you can't feel the way I feel
Oh, I’ll be fucked up if you can't be right here

Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, I'll be fucked up if you can't be right here

I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey

When I’m away from you, I miss your touch (Ooh)
You’re the reason I believe in love
It's been difficult for me to trust (Ooh)
And I’m afraid that I'ma fuck it up
Ain't no way that I can leave you stranded
'Cause you ain’t ever left me empty-handed
And you know that I know that I can't live without you
So, baby, stay

Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
I'll be fucked up if you can't be right here

I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
Woah-oh
I need you to stay, need you to stay, hey "
4,Easy on Me,Adele,"
There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim
When I am drowning in this silence
Baby, let me in
Go easy on me, baby
I was still a child
Didn't get the chance to
Feel the world around me
I had no time to choose what I chose to do
So go easy on me

There ain't no room for things to change
When we are both so deeply stuck in our ways
You can't deny how hard I've tried
I changed who I was to put you both first
But now I give up
Go easy on mе, baby
I was still a child
Didn't get the chance to
Feel thе world around me
Had no time to choose what I chose to do
So go easy on me

I had good intentions
And the highest hopes
But I know right now
It probably doesn't even show
Go easy on me, baby
I was still a child
I didn't get the chance to
Feel the world around me
I had no time to choose what I chose to do
So go easy on me "
5,Shivers,Ed Sheeran," 
I took an arrow to the heart
I never kissed a mouth that tastes like yours
Strawberries and then somethin' more
Ooh, yeah, I want it all
Lipstick on my guitar
Fill up the engine, we can drive real far
Go dancin' underneath the stars
Ooh, yeah, I want it all
Mmm, you got me feelin' like

I wanna be that guy, I wanna kiss your eyes
I wanna drink that smile, I wanna feel like I'm
Like my soul's on fire, I wanna stay up all day and all night
Yeah, you got me singin' like

Ooh, I love it when you do it like that
And when you're close up, give mе the shivers
Oh, baby, you wanna dance 'til thе sunlight cracks
And when they say the party's over, then we'll bring it right back
And we'll say, ""Ooh, I love it when you do it like that""
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back

Into the car
On the backseat in the moonlit dark
Wrap me up between your legs and arms
Ooh, I can't get enough
You know you could tear me apart
Put me back together and take my heart
I never thought that I could love this hard
Ooh, I can't get enough
Mmm, you got me feelin' like

I wanna be that guy, I wanna kiss your eyes
I wanna drink that smile, I wanna feel like I'm
Like my soul's on fire, I wanna stay up all day and all night
Yeah, you got me singin' like

Ooh, I love it when you do it like that
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back
And we'll say, ""Ooh, I love it when you do it like that""
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back
Baby, you burn so hot, you make me shiver
With the fire you got, this thing we started
I don't want it to stop
You know you make me shiver-er-er
Baby, you burn so hot, you make me shiver
With the fire you got, this thing we started
I don't want it to stop
You know you make me shiver
Yeah, you got me singin' like

Ooh, I love it when you do it like that
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back (Oh, no)
And we'll say, ""Ooh, I love it when you do it like that""
And when you're close up, give me the shivers
Oh, baby, you wanna dance 'til the sunlight cracks
And when they say the party's over, then we'll bring it right back, hey "
6,First Class,Jack Harlow," 
Mm

I been a (G), throw up the (L), sex in the (A.M.), uh-huh
(O-R-O-U-S, yeah)
And I can put you in (First class, up in the sky)
I can put you in (First class, up in the s—, up-up in the s—)
I been a (G), throw up the (L), sex in the (A.M.), uh-huh
(O-R-O-U-S, yeah)
And I can put you in (First class, up in the sky), mm, mm
I can put you in (First class, up in the s—, up-up in the s—)

I can see the whole city from this balcony
Back in 2019, I was outside freely, but now they got it out for me
I don't care what frat that you was in, you can't alpha me, keep dreamin'
Pineapple juice, I give her sweet, sweet, sweet semen
I know what they like so I just keep cheesin'
Hard drive full of heat seekin'
Tryna come the same day as Jack? Rethink it
You don't need Givenchy, you need Jesus
Why do y'all sleep on me? I need reasons
Uh, I got plaques in thе mail, peak season
Shout out to my UPS workers makin' surе I receive 'em
You can do it too, believe it

I been a (G), throw up the (L), sex in the (A.M.), uh-huh
(O-R-O-U-S, yeah)
And I can put you in (First class, up in the sky), mm, mm
I can put you in (First class, up in the s—, up-up in the s—)

(Are you ready?) Ha, yes, I am
They say, ""You a superstar now,"" damn, I guess I am
You might be the man, well, that's unless I am
Okay, I'll confess I am
Go ahead and get undressed, I am
Okay, cool, you on Sunset? (I am)
I'm 'bout to slide, okay, I'm outside, okay
This lifestyle don't got many downsides
'Cept for the lack of time I get 'round my
Family, makin' sure they never downsize
I got visions of my mom sayin', ""Wait, this house mine?""
Can't lie, I'm on Angus, Cloud 9
I got 'em on the bandwagon now, 'bout time
I ain't even got no downtime
Every time I speak, she say, ""Yeah, that sounds fine""

I been a (G), throw up the (L), sex in the (A.M.), uh-huh
(O-R-O-U-S, yeah)
And I can put you in (First class, up in the sky)
I can put you in (First class, up in the s—, up-up in the s—)
I been a (G), throw up the (L), sex in the (A.M.), uh-huh
(O-R-O-U-S, yeah)
And I can put you in (First class, up in the sky), mm, mm
I can put you in (First class) "
7,Big Energy,Latto," 
I got that big, big energy (Uh-huh)
Got that real big energy (Energy)
Hey, daddy
When you gon' stop playin'? (Yeah)

Bad bitch, I could be your fantasy (Yeah)
I can tell you got big dick energy (Uh-huh)
It ain't too many niggas that can handle me (Yeah)
But I might let you try it off the Hennessy (Uh)
Make 'em sing to this pussy like a melody (Make 'em sang)
And if your bitch ain't right, I got the remedy (Ooh)
It ain't too many niggas that can handle me (Ayy)
Bad bitch, I could be your fantasy (Ayy, ayy)

Tell me how you want it (Huh?)
Three, two, one and I'm on it (On it)
Feel good, don't it? (Don't it?)
Hood bitch, fuck you in a bonnet (Yeah)
I'ma bust it on a pole like Onyx (Ooh)
I'm just bein' honest (Uh-huh)
Pussy juicy, Minutе Maid (Oh)
But can't do it one minute, man (Hell no)
Not a sidе or a main
I'm the only bitch he entertain (Yeah)
Spendin' his mine in the bank (In the bank)
I like what I see (Yeah)
A boss like you need a boss like me (Uh-huh)
Daddy from the street, so he move lowkey
Tryna ride that mic' like karaoke (Oh)

On the count of three, bad bitches, get money (Money)
Broke niggas to the left, we don't want it (We don't want)
I'm the one these bitches hate but they can't get past (Uh-huh)
Pretty face, no waist and a big ol' ass, ha

Bad bitch, I could be your fantasy (Yeah)
I can tell you got big dick energy (Uh-huh)
It ain't too many niggas that can handle me (Yeah)
But I might let you try it off the Hennessy (Uh)
Make 'em sing to this pussy like a melody (Make 'em sang)
And if your bitch ain't right, I got the remedy (Ooh)
It ain't too many niggas that can handle me (Ayy)
Bad bitch, I could be your fantasy (Ayy, ayy)

Got that real big energy
Got that big, big energy (Big dick energy)
Got that real big energy
Got that big, big energy (Big dick energy)

Yuh, tell me how you want it (Want it)
Three, two, one, camera rollin' (Ooh)
Do it slow motion (Uh-huh)
Real bitch, them other hoes phony (Uh)
All that big talk, Latto put 'em on it (Latto)
I'm just bein' honest (Yeah)
Lingerie Dolce (Ha)
Blindfold (Yeah), tie me to the bed (Yeah), while we roleplay (Yeah)
Can't skip foreplay, kill the pussy cold case (Uh-huh)
I'm a boss bitch but tonight, we do it your way
On the count of three, bad bitches, get money (Get money)
Broke niggas to the left, we don't want it (Hell nah)
If you ever see me broke, I'm probably rockin' a cast
Pretty face, no waist with a big ol' bag, ha

Bad bitch, I could be your fantasy (Yeah)
I can tell you got big dick energy (Uh-huh)
It ain't too many niggas that can handle me (Yeah)
But I might let you try it off the Hennessy (Uh)
Make 'em sing to this pussy like a melody (Make 'em sang)
And if your bitch ain't right, I got the remedy (Ooh)
It ain't too many niggas that can handle me (Ayy)
Bad bitch, I could be your fantasy (Ayy, ayy)

Got that real big energy
Got that big, big energy (Big dick energy)
Got that real big energy
Got that big, big energy (Big dick energy) "
8,Ghost,Justin Bieber," 
Youngblood thinks there's always tomorrow
I miss your touch some nights when I'm hollow
I know you crossed a bridge that I can't follow
Since the love that you left is all that I get, I want you to know

That if I can't be close to you
I'll settle for the ghost of you
I miss you more than life (More than life)
And if you can't be next to me
Your memory is ecstasy
I miss you more than life
I miss you more than life

Youngblood thinks there's always tomorrow
I need more time, but time can't be borrowed
I'd leave it all behind if I could follow
Since the love that you left is all that I get, I want you to know

That if I can't be close to you
I'll settle for the ghost of you
I miss you more than life (Yeah)
And if you can't be next to me
Your memory is ecstasy (Oh)
I miss you more than life
I miss you more than life

Woah
Na-na-na
More than life (Oh)

So if I can't get close to you
I'll settle for the ghost of you
I miss you more than life
And if you can't be next to me
Your memory is ecstasy
I miss you more than life
I miss you more than life "
9,Super Gremlin,Kodak Black," 
Well, we could be superstars
We been rather wreckin' cars (Ayy bro, is that Jambo?)
What is at stakes for us?
Kickin' off power mirrors
Yeah, we could be superstars
But I'm pretty sure our time is up
And so we fell off the spinning tops
Don't know, maybe for trial (ATL Jacob, ATL Jacob)
But way more error (Huh)

Say you my nigga, I'ma be your killer
Nobody gon' play with you when I'm with you
Go against any nigga, like, fuck this glitter
Skeet off third, I'm busy
I put it in for you, I spinned for you
Whatever you with, I'm with it
How you gon' cross a nigga that was rockin' with you? I got you lit in the city
I been multitaskin', rappin' and bein' a daddy to my lil' children
I been standin' on business, and spinnin' and spinnin' and spinnin' until I'm dizzy
I do all the smackin', you ain't never stepped or helped with none of this killin'
You doin' lot of cappin', watch whеn I catch you, I'ma whack you in front the witness

Damn, my nigga, you trippin'
We could'vе been superstars
Remember when we was jackin' cars
Now, it's not safe for you
You switched like a pussy, lil' bitch
Damn, my nigga, you trippin'
We could've been superstars
Can't help it, now I'm reminiscing
Remember when we was jackin' cars
Now, you better keep your distance
'Cause it's not safe for you
You switched like a pussy, lil' bitch

Trackhawk with the kit, snatch off on the bitch
When I slide, nightlight on the blick, bet I'm on my shit when I'm outside
Zoe done ran down, caught him pants down, nigga, you shitted
I knew the Perc' was fake, but I still ate it 'cause I'm a gremlin

Yeah, Kutthroat business, KTB, backdoor wide open
Wait 'til my sniper get loud, all you niggas gon' die, time rollin'
Bustin' on my opponent, no half-steppin', crushin' my opps totally
We was just broke with no motion
Sleepin' on sofas, creepin' in houses like roaches
I done went cages, to stages, to cages
Now free me, baby, can't keep me, baby
I beat them cases, they already hate me
They gon' want me dead when I'm off probation
Oh, y'all think lil' Yak retarded?
Y'all ain't seen nothin' yet, I promise
Niggas can't take me, niggas can't guard me
I be on a fuck nigga ass like Charmin
AK, twenty-inch carbon

We could've been superstars
Remember when we was jackin' cars
Now, it's not safe for you
You switched like a pussy, lil' bitch
Damn, my nigga, you trippin'
We could've been superstars
Can't help it, now I'm reminiscing
Remember when we was jackin' cars
Now, you better keep your distance
'Cause it's not safe for you
You switched like a pussy, lil' bitch
Trackhawk with the kit, snatch off on the bitch
When I slide, nightlight on the blick, bet I'm on my shit when I'm outside
Zoe done ran down, caught him pants down, nigga, you shitted
I knew the Perc' was fake, but I still ate it 'cause I'm a gremlin

—Glass
Yeah, we could be superstars (Super Gremlin)
But I'm pretty sure our time is up (Now your time is up)
And so we fell off the spinning tops
Don't know, maybe for trial
But way more error
I ain't slimy, I'm grimy
Any way you put it, I'm SG with it, I'm Super Gremlin
Snatch and grab, sneak and geek, Sniper Gang, trust
Nightmare, baby, you know I—
I bet you always see me in your dreams
Glee "
10,Cold Heart Pnau Remix,Elton John & Dua Lipa,"
(Oh)
(Oh)
(You're my cold heart)
(Oh)
(Oh)

It's a human sign
When things go wrong
When the scent of her lingers
And temptation's strong

Cold, cold heart
Hardened by you (Oh)
Some things lookin' better, baby
Just passin' through (No, no, no, no, no)

And I think it's gonna be a long, long time
'Til touchdown brings me 'round again to find
I'm not the man they think I am at home
Oh no, no, no
And this is what I should have said
Well, I thought it, but I kept it hid

Cold, cold heart
Hardened by you (Oh)
Some things lookin' better, baby
Just passin' through (No, no, no, no, no)

And I think it's gonna be a long, long time
'Til touchdown brings me 'round again to find
I'm not the man they think I am at home
Oh no, no, no (No, no, no, no, no)
And this is what I should have said
Well, I thought it, but I kept it hid

Cold, cold heart (Oh)
Hardened by you
Some things lookin' better, baby (Oh)
Just passin' through (No, no, no, no, no)

And I think it's gonna be a long, long time
'Til touchdown brings me 'round again to find
I'm not the man they think I am at home
Oh no, no, no (No, no, no, no, no)
And this is what I should have said
(And I think it's gonna be a long, long time)
('Til touchdown brings me 'round again to find)
Well, I thought it, but I kept it hid
(I'm not the man they think I am at home)
(Oh, no, no, no) (No, no, no, no, no)
Shoorah (Oh)
Shoorah
Shoorah (Oh)
Shoorah
(No, no, no, no, no) "
