Rank,Musica,Artista,Letra
22,Down on Me,Jeremih ," 
She want it, I can tell she want it
Want me to push up on it 'fore she know when I'm all on it
We get the party goin', liquor flowin', this is fire
50 and Jeremih number one, there's nothing higher (Oh!)
(Won't you go and) Get it, get it, work it, work it (I see you baby)
Break it, break it, down, down (Just put it down on me)
(Won't you go and) Get it, get it, work it, work it (Put it down on)
Break it, break it, down

Okay, she headed to the dance floor and she slowly start to poppin' it
Somethin' like my wrist piece, everybody got to watchin it
Girl you got that secret treasure, I'm gon' put a lock on it
Don't care what they say, I would be stupid to be not on it
Ms. Vicky, heard you got that sticky
Let's go and take nine shots, we'll just call it fifty
And I'm gonna licky licky licky 'til her hicky
Ha-ha-have her river runnin', keep you gunnin' 'til you empty
(Bang bang bang bang) Oh, you look so sweet
What you work at Bally's? Look at your physique
Girl you are a beauty, well-well I am a beast
They must have been trippin' to have let me off a leash

I like the way you grind with that booty on me
Shorty you a dime, why you lookin' lonely?
Go buy another round and it's all on me
As long as I'm around, put it down on me
Just put it down on me, put it down on me
Down-down on me, put it down on me
Don't throw it off the mound, show me how it's 'gon be
Girl all I really want is you down on me (Put it down on me)

System’s thumpin', party jumpin', shorty, she’s a perfect ten
She rock her hips then roll her hips then drop it down like it’s nothin
She shaped just like an hourglass, see how fast an hour passed
Time flies when I’m on that ass but I won’t put your shit on blast
Work it like a pro-pro-pro, sit and watch it go-go-go
Do her thing all on the flo', she bounce it fast and shake it slow
So sexual, incredible, she beautiful, she edible
I got her, I won’t let her go, I ain’t seen nothing better yo (Yeah)
Look at how she twerk it, the way she work it
Make me wanna hit it, hit it, heaven when I’m in it, in it (Oh, oh, yeah)
If I do not fit, I’m gonna make it
Girl you can take it, don’t stop, get it, get it

I like the way you grind with that booty on me
Shorty you a dime, why you lookin' lonely?
Go buy another round and it's all on me
As long as I'm around, put it down on me
Just put it down on me, put it down on me
Down-down on me, put it down on me
Don't throw it off the mound, show me how it's 'gon be
Girl all I really want is you down on me (Put it down on me)

Say you independent (Hey) get it from your momma (Hey)
Tell me if you with it (What?) do you really wanna? (Wanna)
Baby when you see me (Yeah) you know I be on it (Yeah)
Can you keep it up and (Up and) put it down up on me?
Say you independent, get it from your momma
Tell me if you with it, do you really wanna?
Baby when you see me, you know I be on it
Can you keep it up and, put it down up on me?
Down with that booty on me (On me)
Shorty you a dime, why you lookin' lonely?
Oh baby, we can go (Go) low (Low)
Low, yeah
I like the way you grind with that booty on me
Shorty you a dime, why you lookin' lonely?
Go buy another round and it's all on me
As long as I'm around, put it down on me
Just put it down on me, put it down on me
Down-down on me, put it down on me
Don't throw it off the mound, show me how it's 'gon be
Girl all I really want is you down on me (Put it down on me) "
23,How to Love,Lil Wayne," 
Cut the music up
A little louder, yeah

You had a lot of crooks try to steal your heart
Never really had luck, couldn’t never figure out
How to love, how to love
You had a lot of moments that didn’t last forever
Now you in a corner, tryna put it together
How to love, how to love
For a second you were here, now you over there
It's hard not to stare the way you're moving your body
Like you never had a love, never had a love

When you was just a youngin, your looks were so precious
But now you're grown up, so fly it's like a blessing
But you can’t have a man look at you for five seconds
Without you being insecure
You never credit yourself, so when you got older
It seems like you came back ten times over
Now you’re sitting here in this damn corner
Looking through all your thoughts and looking over your shoulder

See you had a lot of crooks trying to steal your heart
Never really had luck, couldn’t never figure out
How to love, how to love
See you had a lot of moments that didn’t last forever
Now you in a corner tryna put it together
How to love, how to love
For a second you were here, now you over there
It's hard not to stare the way you're moving your body
Like you never had a love, had a love

You had a lot of dreams that transform to visions
The fact that you saw the world affected all your decisions
But it wasn’t your fault, wasn't in your intentions
To be the one here talking to me, be the one listening
But I admire your poppin' bottles and dippin'
Just as much as you admire bartending and stripping
Baby, so don’t be mad, nobody else trippin'
You see a lot of crooks and them crooks still crook

You see, you had a lot of crooks try to steal your heart
Never really had luck, couldn’t never figure out
How to love, how to love
See, you had a lot of moments that didn’t last forever
Now you in this corner tryna put it together
How to love, how to love

See, I just want you to know that you deserve the best
You’re beautiful, you’re beautiful
Yeah, and I want you to know
You’re far from the usual, far from the usual

You see, you had a lot of crooks try to steal your heart
Never really had luck, couldn’t never figure out
How to love, how to love
See, you had a lot of moments that didn’t last forever
Now you in this corner tryna put it together
How to love, how to love
See, you had a lot of crooks try to steal your heart
Never really had luck, couldn’t never figure out
How to love, how to love, yeah
You had a lot of moments that didn’t last forever
Now you in this corner, tryna put it together
How to love, how to love "
24,Someone Like You,Adele," 
I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days

I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead

Nothing compares, no worries or cares
Regrets and mistakes, they're memories made
Who would have known how bittersweet this would taste?

Never mind, I'll find someone like you
I wish nothing but the best for you
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead

Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead "
25,Good Life,OneRepublic," 
Woke up in London yesterday
Found myself in the city near Piccadilly
Don't really know how I got here
I got some pictures on my phone
New names and numbers that I don't know
Address to places like Abbey Road
Day turns to night, night turns to whatever we want
We're young enough to say

Oh, this has gotta be the good life
This has gotta be the good life
This could really be a good life, good life
I say oh, got this feeling that you can't fight
Like this city is on fire tonight
This could really be a good life
A good, good life

To my friends in New York, I say hello
My friends in L.A., they don't know
Where I've been for the past few years or so
Paris to China to Colorado
Sometimes there's airplanes I can't jump out
Sometimes there's bullshit that don't work now
We all got our stories, but please tell me
What there's to complain about

When you're happy like a fool
Let it take you over
When everything is out
You gotta take it in

Oh, this has gotta be the good life
This has gotta be the good life
This could really be a good life, good life
I say oh, got this feeling that you can't fight
Like this city is on fire tonight
This could really be a good life
A good, good life

Oh, a good, good life
Yeah
Oh, oh

Hopelessly, I feel like there might be something that I'll miss
Hopelessly, I feel like the window closes, oh, so quick
Hopelessly, I'm taking a mental picture of you now
'Cause hopelessly, the hope is we have
So much to feel good about
Oh, this has gotta be the good life
This has gotta be the good life
This could really be a good life, good life
I say oh, got this feeling that you can't fight
Like this city is on fire tonight
This could really be a good life
A good, good life

Oh, yeah
Good, good life
Good life
Ooh, ooh
Oh

Listen, to my friends in New York, I say hello
My friends in L.A., they don't know
Where I've been for the past few years or so
Paris to China to Colorado
Sometimes there's airplanes I can't jump out
Sometimes there's bullshit that don't work now
We all got our stories, but please tell me
What there's to complain about "
26,The Lazy Song,Bruno Mars," 
Today, I don't feel like doing anything
I just wanna lay in my bed
Don't feel like picking up my phone
So leave a message at the tone
'Cause today, I swear, I'm not doing anything, uh

I'm gonna kick my feet up, then stare at the fan
Turn the TV on, throw my hand in my pants
Nobody's gon' tell me I can't, nah
I'll be lounging on the couch, just chillin' in my Snuggie
Click to MTV, so they can teach me how to dougie
'Cause in my castle, I'm the freaking man

Oh-oh, yes, I said it (Ooh-ooh)
I said it, I said it, 'cause I can (Ooh-ooh-ooh-ooh-ooh-ooh)

Today, I don't feel like doing anything
I just wanna lay in my bed
Don't feel like picking up my phone
So leave a message at the tone
'Cause today, I swear, I'm not doing anything

Nothing at all
Woo-hoo, woo-hoo, ooh
Nothing at all
Woo-hoo, woo-hoo, ooh

Tomorrow, I'll wake up, do some P90X
Meet a really nice girl, have some really nice sex
And she's gonna scream out, ""This is great!"" (Oh my God, this is great)
Yeah, I might mess around and get my college degree
I bet my old man will be so proud of me
But sorry, pops, you'll just have to wait

Oh-oh, yes I said it (Ooh-ooh)
I said it, I said it, 'cause I can (Ooh-ooh-ooh-ooh-ooh)

Today, I don't feel like doing anything
I just wanna lay in my bed
Don't feel like picking up my phone
So leave a message at the tone
'Cause today, I swear, I'm not doing anything

No, I ain't gonna comb my hair (Ooh-ooh-ooh)
'Cause I ain't going anywhere (Ooh-ooh-ooh)
No, no, no, no, no, no, no, no, no
I'll just strut in my birthday suit (Ooh-ooh-ooh)
And let everything hang loose (Ooh-ooh-ooh)
Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah
Oh, today, I don't feel like doing anything
I just wanna lay in my bed
Don't feel like picking up my phone
So leave a message at the tone
'Cause today, I swear, I'm not doing anything

Nothing at all
Woo-hoo, woo-hoo, ooh
Nothing at all
Woo-hoo, woo-hoo, ooh
Nothing at all "
27,Till the World Ends,Britney Spears," 
(Aw)

This kitten got your tongue tied in knots, I see
Spit it out, 'cause I'm dying for company

I notice that you got it, you notice that I want it
You know that I can take it to the next level, baby
If you want this good -ish, sicker than the remix
Baby, let me blow your mind tonight

I can't take it, take it, take no more
Never felt like, felt like this before
Come on, get me, get me on the floor
DJ, what you, what you waiting for?

Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh

Watch me move, when I lose, when I lose it hard
Get you off with the touch, dancin' in the dark

You notice what I'm wearin', I'm noticin' you starin'
You know that I can take it to the next level, baby
Hotter than the A-list, next one on my hit list
Baby, let me blow your mind tonight

I can't take it, take it, take no more
Never felt like, felt like this before
Come on, get me, get me on the floor
DJ, what you, what you waitin' for?

Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
See the sunlight, we ain't stoppin'
Keep on dancin' 'til the world ends
If you feel it, let it happen
Keep on dancin' 'til the world ends
Keep on dancin' 'til the world ends
Keep on dancin' 'til the world ends

Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh
Whoa-oh-oh-oh-oh-oh-oh

See the sunlight, we ain't stoppin'
Keep on dancin' 'til the world ends
If you feel it, let it happen
Keep on dancin' 'til the world ends "
28,The Show Goes On,Lupe Fiasco," 
LA-SER
Yeah, yeah
Kane is in the building, nigga
Yeah

Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on

Have you ever had the feelin' that you was bein' had?
Don't that shit there make you mad? They treat you like a slave
Put chains all on your soul and put whips up on your back
They be lyin' through they teeth, hope you slip up off your path
I don't switch up, I just laugh (Ha ha) put my kicks up on they desk
Unaffected by they threats, then get busy on they ass
See that's how that Chi-Town made me
That's how my daddy raised me
That glitterin' may not be gold, don't let nobody play me
If you are my homeboy, you never have to pay me
Gon' and put your hands up, when times is hard, you stand up
L-U-P the man, 'cause the brand that the fans trust
So even if they ban us, they'll never slow my plans up

Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on

One in the air for the people ain't here
Two in the air for the father that's there
Three in the air for the kids in the ghetto
Four for the kids that don't wanna be there
None for the niggas tryna hold them back
Five in the air for the teachers not scared
To tell those kids that's livin' in the ghetto
That the niggas holdin' back that the world is theirs
Yeah, yeah, the world is yours, I was once that little boy
Terrified of the world, now I'm on a world tour
I would give up everything, even start a world war
For these ghetto girls and boys I'm rappin' round the world for
Africa to New York, Haiti then I detour
Oakland out to Auckland, Gaza Strip to Detroit
Say hip-hop only destroy, tell 'em look at me, boy
I hope your son don't have a gun and never be a d-boy
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on

So no matter what you been through, no matter what you into
No matter what you see when you look outside your window
Brown grass or green grass, picket fence or barbed wire
Never ever put them down, you just lift your arms higher
Raise 'em 'til your arms tired, let 'em know you here
That you strugglin', survivin', that you gon' persevere
Yeah, ain't nobody leavin', nobody goin' home
Even if they turn the lights out, the show is goin' on, alright

Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder, when they would see the sun up
Just remember when you come up, the show goes on "
29,The Edge of Glory,Lady Gaga," 
There ain't no reason you and me should be alone
Tonight, yeah, baby
Tonight, yeah, baby
But I got a reason that you-hoo should take me home tonight
I need a man that thinks it right when it's so wrong
Tonight, yeah, baby
Tonight, yeah, baby
Right on the limit's where we know we both belong, tonight

It's hot to feel the rush
To brush the dangerous
I'm gonna run right to, to the edge with you
Where we can both fall far in love

I'm on the edge of glory
And I'm hangin' on a moment of truth
Out on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge
The edge, the edge, the edge
The edge, the edge, the edge
I'm on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge with you

Another shot, before we kiss the other side
Tonight, yeah, baby
Tonight, yeah, baby
I'm on the edge of something final we call life, tonight
(Alright! Alright!)
Put on your shades, 'cause I'll be dancing in the flames
Tonight, yeah, baby
Tonight, yeah, baby
It isn't hell if everybody knows my name, tonight
(Alright! Alright!)

It's hot to feel the rush
To brush the dangerous
I'm gonna run right to, to the edge with you
Where we can both fall far in love

I'm on the edge of glory
And I'm hangin' on a moment of truth
Out on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge
The edge, the edge, the edge
The edge, the edge, the edge
I'm on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge with you
I'm on the edge with you
I'm on the edge with you

I'm on the edge of glory
And I'm hangin' on a moment of truth
Out on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge
The edge, the edge, the edge
The edge, the edge, the edge
I'm on the edge of glory
And I'm hangin' on a moment with you
I'm on the edge with you, with you, with you, with you, with you
I'm on the edge with you, with you, with you, with you, with you
I'm on the edge with you, with you, with you, with you, with you
I'm on the edge with you, with you, with you, with you, with you "
30,We R Who We R,Kesha," 
Hot and dangerous
If you're one of us, then roll with us
'Cause we make the hipsters fall in love
When we got our hot pants on and up
And yes, of course we does
We runnin' this town just like a club
And no, you don't wanna mess with us
Got Jesus on my necklace-ace-ace

Got that glitter on my eyes
Stockings ripped all up the side
Lookin' sick and sexified
So let's go-o-o, let's go

Tonight we're goin' hard, hard, h-h-h-hard
Just like the world is our, our, o-o-o-ours
We're tearin' it apart-part, p-p-p-part
You know we're superstars
We are who we are
We're dancin' like we're dumb, dumb, d-d-d-dumb
Our bodies goin' numb, numb, n-n-n-numb
We'll be forever young, young, y-y-y-young
You know we're superstars
We are who we are

DJ, turn it up
It's about damn time to live it up
I'm so sick of bein' so serious
It's makin' my brain delirious
I'm just talkin' truth
I'm tellin' you 'bout the shit we do
We're sellin' our clothes, sleepin' in cars
Dressin' it down, hittin' on dudes hard

Got that glitter on my eyes
Stockings ripped all up the side
Lookin' sick and sexy-fied
So let's go-o-o, let's go

Tonight we're goin' hard, hard, h-h-h-hard
Just like the world is our, our, o-o-o-ours
We're tearin' it apart-part, p-p-p-part
You know we're superstars
We are who we are
We're dancin' like we’re dumb, dumb, d-d-d-dumb
Our bodies goin' numb, numb, n-n-n-numb
We'll be forever young, young, y-y-y-young
You know we're superstars
We are who we are
DJ, turn it up, up, up, up, up, up, up
DJ, turn it up, up, up, up, up, up, up
DJ, turn it up, up, up, up, up, up, up
DJ, turn it up, up, up, up, up, up, up, up


Tonight we're goin' hard, hard, h-h-h-hard
Just like the world is our, our, o-o-o-ours
We're tearin' it apart-part, p-p-p-part
You know we're superstars
We are who we are
We're dancin' like we're dumb, dumb, d-d-d-dumb
Our bodies goin' numb, numb, n-n-n-numb
We'll be forever young, young, y-y-y-young
You know we're superstars
We are who we are

Ow! "
31,Black and Yellow,Wiz Khalifa," 
Yeah, uh-huh, you know what it is
Black and yellow, black and yellow
Black and yellow, black and yellow
Yeah, uh-huh, you know what it is
Black and yellow, black and yellow
Black and yellow, black and yellow

Yeah, uh-huh, you know what it is
Everything I do, yeah, I do it big
Yeah, uh-huh, screaming: ""That's nothin'!""
When I pulled off the lot, that's stuntin'
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow

Uh, black stripe, yellow paint
Them niggas scared of it, but them hoes ain't
Soon as I hit the club, look at them hoes' face
Hit the pedal once, make the floor shake
Suede inside, my engine roarin'
It’s the big boy, you know what I paid for it
And I got the pedal to the metal
Got you niggas checking game, I’m ballin' out on every level
Hear them haters talk, but there’s nothin' you can tell 'em
Just made a million, got another million on my schedule
No love for 'em, nigga breaking hearts
No keys, push to start

Yeah, uh-huh, you know what it is
Everything I do, yeah, I do it big
Yeah, uh-huh, screaming: ""That's nothin'!""
When I pulled off the lot, that's stuntin'
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow

Got a call from my jeweler, this just in
And bitches love me ‘cause I'm fucking with their best friends
Not a lesbian, but she a freak though
This ain't for one night, I’m shining all week, ho
I’m sippin' Clicquot and rocking yellow diamonds
So many rocks up in my watch I can’t tell what the time is
Got a pocket full of big faces
Throw it up, 'cause every nigga that I’m with Taylor'd

Yeah, uh-huh, you know what it is
Everything I do, yeah, I do it big
Yeah, uh-huh, screaming: ""That's nothin'!""
When I pulled off the lot, that's stuntin'
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow
Stay high like how I’m supposed to do
That crowd underneath them clouds can’t get close to you
And my car look unapproachable
Super clean, but it's super mean
She wanna fuck with them cats, smoke weed, count stacks
Get fly and take trips and that's that, real rap
I let her get high if she want and she feel that
Convertible drop feel, ‘87, the top peeled back

Yeah, uh-huh, you know what it is
Yeah, yeah, uh-huh, you know what it is
You already know what it is, man
And if you don't, you should by now
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow

Yeah, uh-huh, you know what it is
Everything I do, yeah, I do it big
Yeah, uh-huh, screaming: ""That's nothin'!""
When I pulled off the lot, that's stuntin'
Reppin' my town, when you see me you know everything
Black and yellow, black and yellow
Black and yellow, black and yellow
I put it down from the whip to my diamonds, I'm in
Black and yellow, black and yellow
Black and yellow, black and yellow "
32,Tonight Tonight,Hot Chelle Rae," 
Uno, dos, tres

It's been a really, really messed up week
Seven days of torture, seven days of bitter
And my girlfriend went and cheated on me
She's a California dime, but it's time for me to quit her

La, la, la, whatever
La, la, la, it doesn't matter
La, la, la, oh, well
La, la, la

We're going at it tonight, tonight
There's a party on the rooftop top of the world
Tonight, tonight, and we're dancing on the edge of the Hollywood sign
I don't know if I'll make it, but watch how good I'll fake it
It's alright, alright, tonight, tonight

Woke up with a strange tattoo
Not sure how I got it
Not a dollar in my pocket
And it kinda looks just like you
Mixed with Zach Galifianakis, huh

La, la, la, whatever
La, la, la, it doesn't matter
La, la, la, oh, well
La, la, la

We're going at it tonight, tonight
There's a party on the rooftop top of the world
Tonight, tonight, and we're dancing on the edge of the Hollywood sign
I don't know if I'll make it, but watch how good I'll fake it
It's alright, alright, tonight, tonight

You got me singing like, woah
C'mon! Oh, it doesn't matter, woah
Everybody now, oh!

Just don't stop, let's keep the beat pumpin'
Keep the beat up, let's drop the beat down
It's my party, dance if I want to
We can get crazy, let it all out!
Just don't stop, let's keep the beat pumpin'
Keep the beat up, let's drop the beat down
It's my party, dance if I want to
We can get crazy, let it all out!
It's you and me, and we're runnin' this town
And it's me and you, and we're shakin' the ground
And ain't nobody going to tell us to go
'Cause this is our show!
Everybody! Woah! C'mon!
Oh, all you animals!
Woah! Let me hear you now (Oh!)

Tonight, tonight
There's a party on the rooftop-top of the world
Tonight, tonight, and we're dancing on the edge of the Hollywood sign!
I don't know if I'll make it, but watch how good I'll fake it
It's alright, alright, tonight, tonight
It's alright, alright, tonight, tonight
Yeah, It's alright, alright, tonight, tonight

Just singing like woah-oh-oh, c'mon
Oh-oh-oh, all you party people
Woah-oh-oh, all you singletons
Oh-oh-oh, even the white kids!

Just don't stop, let's keep the beat pumpin' (Woah-oh-oh)
Keep the beat up, let's drop the beat down (Oh-oh-oh)
It's my party, dance if I want to (Woah-oh-oh)
We can get crazy, let it all out! (Oh-oh-oh)
Just don't stop, let's keep the beat pumpin' (Woah-oh-oh)
Keep the beat up, let's drop the beat down (Oh-oh-oh)
It's my party, dance if I want to (Woah-oh-oh)
We can get crazy, let it all out! (Oh-oh-oh)
It's... "
33,Blow,Kesha," 
Haha
Dance

Back door cracked, we don't need a key
We get in for free
No VIP sleaze
Drink that Kool-Aid, follow my lead
Now you're one of us
You're comin' with me

It's time to kill the lights
And shut the DJ down (This place about to—)
Tonight, we're takin' over
No one's getting out

This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to—

Now what? (What?) We're taking control
We get what we want
We do what you don't
Dirt and glitter cover the floor
We're pretty and sick
We're young and we're bored (Ha!)

It's time to lose your mind and
Let the crazy out (This place about to—)
Tonight, we're takin' names 'cause
We don't mess around

This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to—

Go-go-go-go insane, go insane
Throw some glitter, make it rain on 'em
Let me see them hands
Let me, let me see them hands
Go insane, go insane
Throw some glitter, make it rain on 'em
Let me see them hands
Let me, let me see them hands (C'mon!)
We're taking over (Oh-oh-oh-oh-oh-oh-oh)
(This place about to blow, oh-oh-oh-oh-oh-oh-oh)
Get used to it, okay?
(Blow, oh-oh-oh-oh-oh-oh-oh)

This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to blow (Oh-oh-oh-oh-oh-oh-oh)
Blow (Oh-oh-oh-oh-oh-oh-oh)
This place about to— "
34,Lighters,Bad Meets Evil," 
This one's for you and me
Livin' out our dreams
We're all right where we should be
Lift my arms out wide, I open my eyes
And now all I wanna see
Is a sky full of lighters
A sky full of lighters
By the time you hear this, I will have already spiralled up
I would never do nothin' to let you cowards fuck my world up
If I was you I would duck, or get struck like lightnin'
Fighters keep fightin', put your lighters up, point 'em skyward, uh
Had a dream, I was king; I woke up, still king
This rap game's nipple is mine for the milking
'Til nobody else even fuckin' feels me, 'til it kills me
I swear to God I'll be the fuckin' illest in this music
There is, or there ever will be, disagree? Feel free
But from now on I'm refusing to ever give up
Only thing I ever gave up's using no more excuses
Excuse me if my head is too big for this building
And pardon me if I'm a cocky prick, but you cocks are slick
Poppin' shit on how you flipped your life around, crock of shit
Who you dicks tryna kid? Flip ""dick,"" you did opposite
You stayed the same 'cause ""cock"" backwards is still ""cock,"" you pricks!
I love it when I tell 'em shove it
‘Cause it wasn’t that long ago when Marshall sat flustered
Lacked luster ‘cause he couldn’t cut mustard
Muster up nothin', brain fuzzy
‘Cause he’s buzzin’, woke up from that buzz and
Now you wonder why he does it how he does it
Wasn’t ‘cause he had buzzards
Circlin' around his head, waitin' for him to drop dead, was it?
Or was it ‘cause some bitches wrote him off?
Little hussy-ass scuzzes
Fuck it, guess it doesn’t matter now, does it?
What difference it make? What’s it take?
To get it through your thick skulls that this ain’t
Some bullshit; people don’t usually come back this way
From a place that was dark as I was in just to get to this place
Now let these words be like a switchblade to a hater’s ribcage!
And let it be known that from this day forward, I wanna just say
Thanks, ‘cause your hate is what gave me the strength
So let them Bics raise, ‘cause I came with 5'9"", but I feel like I’m 6'8""

This one's for you and me
Livin' out our dreams
We are right where we should be
With my arms out wide, I open my eyes
And now all I wanna see
Is a sky full of lighters
A sky full of lighters

By the time you hear this, I’ll prolly already be outtie
I advance like goin' from totin' iron to goin' and buyin’
Four or five of the homies the Iron Man Audi
My daddy told me: ""Slow down, boy, you're goin' to blow it!""
And I ain't gotta stop the beat a minute to tell Shady I love him
The same way that he did Dr. Dre on The Chronic
Tell him how real he is, or how high I am
Or how I would kill for him, for him to know it
I cried plenty tears, my daddy got a bad back
So it's only right that I write 'til he can march right
Into that post office and tell 'em to hang it up
Now his career's LeBron's Jersey in twenty years
I stop when I'm at the very top
You shitted on me on your way up, it's 'bout to be a scary drop
‘Cause what goes up must come down
You goin' down on somethin' you don't wanna see, like a hairy box
Every hour, happy hour now, life is wacky now
Used to have to eat the cat to get the pussy
Now I'm just the cat's meow, oww, outclass the count
Always down for the catchweight like Pacquiao
Y'all are doomed
I remember when T-Pain ain't wanna work with me
My car starts itself, parks itself, and auto-tunes
‘Cause now I'm in the Aston; I went from havin'
My city locked up to gettin' treated like Kwame Kilpatrick
And now I'm fantastic, compare it to a weed high
And y'all niggas that's gossipin' like bitches
On the radio and TV, see me, we fly
Y'all buggin' out like Wendy Williams starin' at a beehive
And how real is that? I remember signin' my first deal
Now I'm the second best, I can deal with that
Now Bruno can show his ass, without the MTV awards gag
You and I know what it's like
To be kicked down, forced to fight
But tonight, we're all right
So hold up your lights
Let it shine, 'cause—

This one's for you and me
Livin' out our dreams
We are right where we should be
With my arms out wide, I open my eyes
And now all I wanna see
Is a sky full of lighters
A sky full of lighters "
